"","id","famrel_1997","sex","bmonth","byear","praised","prelpref","psraised","psrelpref","agemon_1997","ageyear_1997","samplesype","race","famrel_1998","agemon_1998","ageyear_1998","famrel_1999","agemon_1999","ageyear_1999","famrel_2000","attend_2000","agemon_2000","ageyear_2000","attend_2001","agemon_2001","ageyear_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","ageyear_2002","agemon_2003","ageyear_2003","attend_2003","agemon_2004","ageyear_2004","attend_2004","agemon_2005","ageyear_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","ageyear_2006","attend_2006","agemon_2007","ageyear_2007","attend_2007","agemon_2008","ageyear_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","ageyear_2009","attend_2009","agemon_2010","ageyear_2010","attend_2010","attcat_2000","attcat_2001","attcat_2002","attcat_2003","attcat_2004","attcat_2005","attcat_2006","attcat_2007","attcat_2008","attcat_2009","attcat_2010","transcat_2001","transcat_2002","transcat_2003","transcat_2004","transcat_2005","transcat_2006","transcat_2007","transcat_2008","transcat_2009","transcat_2010"
"6082",6099,0,2,8,1983,2,3,2,27,164,13,1,4,-5,-5,-5,0,198,16,0,2,210,17,4,220,18,3,1,0,1,1,1,232,19,243,20,3,255,21,3,267,22,3,3,0,0,1,1,1,279,23,3,290,24,3,302,25,3,3,0,0,1,1,1,314,26,1,327,27,1,"1","2","2","2","2","2","2","2","2","1","1","12","22","22","22","22","22","22","22","21","11"
"6088",6105,-4,2,5,1981,2,3,11,11,191,15,1,4,-4,212,17,-4,223,18,-4,2,236,19,3,247,20,2,0,1,1,1,0,261,21,272,22,2,283,23,2,296,24,2,2,0,NA,1,1,1,307,25,2,317,26,2,330,27,2,2,0,0,1,1,0,344,28,1,354,29,2,"1","2","1","1","1","1","1","1","1","1","1","12","21","11","11","11","11","11","11","11","11"
"6091",6108,2,1,7,1984,1,3,1,1,153,12,1,4,1,174,14,0,186,15,0,2,198,16,1,209,17,2,0,0,1,1,0,222,18,232,19,2,244,20,1,258,21,25,1,0,0,0,NA,0,267,22,1,279,23,1,292,24,13,1,0,0,0,1,0,304,25,2,316,26,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6092",6109,-4,2,7,1981,2,2,2,2,190,15,1,4,-4,210,17,-4,221,18,-4,6,232,19,4,246,20,3,0,0,0,1,0,257,21,268,22,2,281,23,2,293,24,27,2,0,0,0,0,0,304,25,1,316,26,1,328,27,25,1,0,0,0,0,0,341,28,1,353,29,1,"3","2","2","1","1","1","1","1","1","1","1","32","22","21","11","11","11","11","11","11","11"
"6093",6110,3,2,11,1984,2,2,2,2,150,12,1,4,6,170,14,2,181,15,7,7,192,15,7,204,17,7,1,1,1,1,1,218,18,228,18,5,241,20,2,253,21,2,2,0,0,1,1,0,263,21,2,276,22,2,288,23,2,3,1,0,1,1,0,303,25,3,312,25,2,"3","3","3","2","1","1","1","1","2","2","1","33","33","32","21","11","11","11","12","22","21"
"6094",6111,-4,1,6,1981,-4,-4,-4,-4,193,16,1,4,-4,211,17,-4,225,18,-4,4,236,19,3,247,20,3,0,0,1,1,0,260,21,273,22,6,283,23,5,299,24,2,4,0,1,1,1,1,304,25,4,320,26,2,332,27,2,3,0,1,1,1,0,340,28,2,358,29,1,"2","2","2","3","2","2","2","1","2","1","1","22","22","23","32","22","22","21","12","21","11"
"6097",6114,-4,2,9,1981,2,2,-4,-4,190,15,1,1,-4,212,17,-4,221,18,-4,6,231,19,6,246,20,6,1,0,1,1,1,258,21,267,22,7,280,23,7,293,24,2,6,1,1,1,1,1,302,25,7,314,26,7,326,27,2,6,1,1,1,1,1,336,28,7,349,29,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6099",6116,3,1,5,1982,2,1,-4,-4,177,14,1,1,-4,198,16,1,211,17,0,2,224,18,3,234,19,2,1,1,1,1,0,247,20,260,21,2,271,22,2,282,23,2,3,1,1,1,1,0,294,24,2,306,25,2,320,26,2,1,1,NA,1,1,0,329,27,2,343,28,2,"1","2","1","1","1","2","1","1","1","1","1","12","21","11","11","12","21","11","11","11","11"
"6100",6117,-4,2,4,1980,2,2,-4,-4,203,16,1,1,-4,223,18,-4,239,19,-4,7,249,20,6,259,21,3,1,1,1,1,0,273,22,284,23,6,296,24,5,307,25,2,6,1,1,1,1,0,320,26,5,331,27,6,346,28,2,5,1,1,1,1,1,356,29,5,366,30,7,"3","3","2","3","2","3","2","3","2","2","3","33","32","23","32","23","32","23","32","22","23"
"6104",6121,1,1,1,1982,1,1,1,1,181,15,1,4,2,204,17,2,215,17,2,5,227,18,5,238,19,5,0,1,1,1,1,250,20,263,21,4,274,22,4,286,23,1,6,1,1,1,1,1,298,24,6,309,25,4,321,26,2,3,1,1,1,1,1,332,27,6,345,28,6,"2","2","2","2","2","3","3","2","2","3","3","22","22","22","22","23","33","32","22","23","33"
"6105",6122,3,2,7,1983,1,1,1,1,163,13,1,4,2,184,15,1,197,16,1,4,209,17,3,220,18,2,1,0,1,1,1,232,19,245,20,2,256,21,3,268,22,1,5,1,1,1,1,1,280,23,4,291,24,4,303,25,1,5,1,NA,1,1,1,314,26,5,327,27,5,"2","2","1","1","2","2","2","2","2","2","2","22","21","11","12","22","22","22","22","22","22"
"6106",6123,6,1,10,1984,1,1,1,1,148,12,1,4,1,169,14,1,182,15,2,6,194,16,4,205,17,4,0,0,1,1,0,217,18,231,19,4,241,20,3,254,21,1,6,0,1,0,1,1,265,22,5,276,23,6,289,24,11,6,0,1,1,1,1,299,24,7,312,26,7,"3","2","2","2","2","3","2","3","3","3","3","32","22","22","22","23","32","23","33","33","33"
"6110",6127,1,2,8,1984,1,1,2,2,153,12,1,4,0,171,14,-4,184,15,0,1,197,16,1,208,17,1,0,0,1,1,0,222,18,232,19,1,247,20,1,256,21,2,1,0,0,1,0,0,267,22,1,278,23,1,291,24,2,2,0,0,1,1,0,301,25,5,315,26,4,"1","1","1","1","1","1","1","1","1","2","2","11","11","11","11","11","11","11","11","12","22"
"6111",6128,-4,2,7,1981,3,3,3,3,188,15,1,4,-4,210,17,-4,221,18,-4,4,236,19,3,248,20,6,1,1,1,1,1,258,21,271,22,6,284,23,1,296,24,-2,2,1,0,1,1,0,306,25,1,319,26,2,334,27,2,1,1,0,1,1,1,343,28,1,357,29,1,"2","2","3","3","1","1","1","1","1","1","1","22","23","33","31","11","11","11","11","11","11"
"6112",6129,1,1,11,1984,1,1,-4,-4,160,13,1,4,0,170,14,1,181,15,0,3,193,16,3,204,17,1,0,0,0,0,0,218,18,228,19,1,240,20,1,252,21,26,1,0,0,0,0,0,264,21,2,275,22,1,287,23,26,1,0,0,0,0,0,298,24,1,311,25,2,"2","2","1","1","1","1","1","1","1","1","1","22","21","11","11","11","11","11","11","11","11"
"6115",6132,1,2,12,1983,2,1,2,2,159,13,1,4,0,181,15,1,192,16,0,1,205,17,1,215,17,1,1,0,1,1,1,228,18,240,19,1,252,21,1,266,22,2,1,0,0,1,1,1,275,22,1,287,23,1,298,24,2,2,1,0,1,1,1,309,25,1,322,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6116",6133,4,1,12,1983,1,2,2,2,158,13,1,4,1,179,14,0,191,15,1,3,204,16,2,217,18,3,1,0,1,1,1,228,18,240,19,2,252,20,3,266,22,2,2,1,1,1,1,1,277,23,3,286,23,2,300,24,2,3,1,0,1,1,0,311,25,2,323,26,2,"2","1","2","1","2","1","2","1","2","1","1","21","12","21","12","21","12","21","12","21","11"
"6117",6134,3,1,3,1984,7,7,-4,-4,155,12,1,4,2,176,14,1,188,15,1,6,201,16,7,213,17,6,0,0,1,1,1,225,18,237,19,6,251,20,3,262,21,7,2,1,0,1,1,1,272,22,3,283,23,2,295,24,7,2,0,0,1,1,0,306,25,2,320,26,2,"3","3","3","3","2","1","2","1","1","1","1","33","33","33","32","21","12","21","11","11","11"
"6118",6135,7,2,10,1983,10,10,10,10,160,13,1,4,2,181,15,1,192,16,1,6,206,17,6,218,18,6,0,1,1,1,1,231,19,241,20,6,255,21,6,265,22,10,6,1,1,1,1,0,279,23,6,288,23,6,302,25,10,6,1,0,1,1,1,313,26,6,324,26,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6120",6137,0,2,1,1984,2,27,-4,-4,159,13,1,2,0,178,14,0,189,15,0,4,202,16,2,216,18,3,0,0,1,1,1,226,18,242,20,4,250,20,5,262,21,1,5,NA,NA,1,0,1,275,22,4,292,24,6,299,24,1,6,1,NA,1,1,1,309,25,6,322,26,6,"2","1","2","2","2","2","2","3","3","3","3","21","12","22","22","22","22","23","33","33","33"
"6121",6138,0,2,5,1982,11,5,5,5,178,14,1,4,0,198,16,1,211,17,0,3,223,18,4,235,19,3,1,1,1,1,0,246,20,258,21,3,272,22,2,285,23,2,2,1,1,0,1,0,295,24,2,305,25,2,319,26,2,2,1,1,0,0,0,328,27,3,341,28,2,"2","2","2","2","1","1","1","1","1","2","1","22","22","22","21","11","11","11","11","12","21"
"6122",6139,-4,2,9,1980,4,12,2,12,199,16,1,4,-4,218,18,-4,231,19,-4,3,242,20,3,254,21,5,1,1,1,1,0,266,22,277,23,4,290,24,3,302,25,12,3,1,0,1,1,0,314,26,2,325,27,3,337,28,12,2,1,0,1,1,0,348,29,2,361,30,2,"2","2","2","2","2","2","1","2","1","1","1","22","22","22","22","22","21","12","21","11","11"
"6123",6140,0,2,5,1984,4,12,2,12,155,12,1,4,0,174,14,0,187,15,3,3,198,16,3,211,17,2,1,1,1,1,1,223,18,236,19,2,249,20,2,258,21,2,5,1,1,1,1,1,270,22,4,282,23,5,295,24,2,6,0,0,1,1,1,305,25,5,317,26,7,"2","2","1","1","1","2","2","2","3","2","3","22","21","11","11","12","22","22","23","32","23"
"6124",6141,-4,2,6,1980,10,11,3,3,201,16,1,1,-4,221,18,-4,232,19,-4,4,246,20,6,258,21,6,1,0,1,0,1,270,22,281,23,6,293,24,6,305,25,11,6,1,1,1,1,1,317,26,6,328,27,6,340,28,11,6,1,1,1,1,1,351,29,2,364,30,6,"2","3","3","3","3","3","3","3","3","1","3","23","33","33","33","33","33","33","33","31","13"
"6125",6142,1,2,7,1982,10,11,3,3,176,14,1,1,0,197,16,0,207,17,1,6,221,18,6,233,19,6,1,1,1,1,1,245,20,256,21,6,268,22,6,280,23,11,6,1,1,1,1,1,292,24,6,305,25,6,317,26,11,6,1,1,1,1,1,326,27,6,339,28,5,"3","3","3","3","3","3","3","3","3","3","2","33","33","33","33","33","33","33","33","33","32"
"6126",6143,-4,1,7,1980,11,11,1,1,203,16,1,1,-4,221,18,-4,232,19,-4,1,248,20,1,256,21,1,1,1,1,1,0,268,22,280,23,1,292,24,1,304,25,2,1,0,1,0,1,0,315,26,1,327,27,1,339,28,2,1,1,0,0,1,0,350,29,1,363,30,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6127",6144,0,2,1,1982,11,11,1,1,181,15,1,1,3,202,16,3,213,17,-4,2,230,19,2,238,19,5,0,1,1,1,1,250,20,262,21,7,274,22,2,289,24,11,7,0,1,1,1,1,298,24,7,309,25,5,321,26,11,1,1,1,1,1,1,332,27,7,345,28,1,"1","1","2","3","1","3","3","2","1","3","1","11","12","23","31","13","33","32","21","13","31"
"6128",6145,-4,1,2,1980,7,27,12,13,205,17,1,4,-4,225,18,-4,236,19,-4,2,250,20,1,262,21,1,0,1,0,1,0,274,22,285,23,7,298,24,2,311,25,12,2,1,1,1,1,0,323,26,1,333,27,2,345,28,12,1,0,0,0,1,0,357,29,1,369,30,1,"1","1","1","3","1","1","1","1","1","1","1","11","11","13","31","11","11","11","11","11","11"
"6129",6146,-4,2,6,1981,7,2,-4,-4,189,15,1,4,-4,209,17,-4,220,18,-4,6,235,19,2,246,20,6,1,1,1,1,1,257,21,269,22,2,281,23,1,296,24,2,3,0,0,1,1,0,304,25,1,318,26,3,328,27,2,6,1,1,1,1,1,340,28,6,353,29,3,"3","1","3","1","1","2","1","2","3","3","2","31","13","31","11","12","21","12","23","33","32"
"6132",6149,1,1,7,1983,2,2,-4,-4,164,13,1,1,2,185,15,3,198,16,5,6,209,17,2,222,18,1,1,1,1,1,1,233,19,246,20,2,258,21,3,269,22,7,3,0,1,1,1,1,282,23,3,294,24,3,308,25,7,4,1,NA,1,0,1,318,26,5,327,27,5,"3","1","1","1","2","2","2","2","2","2","2","31","11","11","12","22","22","22","22","22","22"
"6133",6150,-4,2,10,1981,4,2,2,2,185,15,1,4,-4,206,17,-4,217,18,-4,6,230,19,6,242,20,7,1,0,1,1,1,253,21,265,22,7,282,23,6,289,24,2,7,1,0,1,1,1,301,25,7,313,26,6,325,27,2,7,0,0,1,1,1,336,28,7,350,29,7,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6135",6152,0,2,12,1983,2,2,2,2,159,13,1,4,0,179,14,1,191,15,0,3,204,16,1,215,17,1,1,0,1,1,0,229,19,240,19,1,253,21,1,263,21,2,1,0,NA,1,1,0,275,22,1,288,23,1,298,24,12,1,1,0,1,1,0,314,26,1,324,26,1,"2","1","1","1","1","1","1","1","1","1","1","21","11","11","11","11","11","11","11","11","11"
"6136",6153,1,1,10,1982,2,8,8,8,175,14,1,4,1,195,16,1,205,17,2,6,218,18,1,231,19,3,1,1,0,1,0,243,20,256,21,3,269,22,2,278,23,13,6,1,1,1,1,1,291,24,6,303,25,3,315,26,12,2,1,1,0,1,0,326,27,2,340,28,4,"3","1","2","2","1","3","3","2","1","1","2","31","12","22","21","13","33","32","21","11","12"
"6138",6155,2,2,10,1982,3,3,3,3,176,14,1,4,2,193,16,2,205,17,2,7,218,18,6,231,19,6,1,0,1,1,1,243,20,253,21,5,265,22,4,277,23,3,5,1,0,1,1,0,289,24,6,302,25,3,313,26,3,3,0,0,0,1,0,325,27,2,338,28,2,"3","3","3","2","2","2","3","2","2","1","1","33","33","32","22","22","23","32","22","21","11"
"6139",6156,1,2,8,1984,3,3,3,3,154,12,1,4,2,171,14,1,183,15,1,7,196,16,7,209,17,5,1,0,1,1,0,221,18,231,19,4,244,20,4,255,21,3,3,1,0,0,1,0,267,22,3,279,23,3,290,24,3,2,0,0,0,1,0,302,25,2,316,26,2,"3","3","2","2","2","2","2","2","1","1","1","33","32","22","22","22","22","22","21","11","11"
"6140",6157,0,2,3,1982,2,2,2,2,183,15,1,4,0,201,16,0,212,17,0,3,225,18,2,237,19,2,0,0,1,1,1,250,20,260,21,2,274,22,2,286,23,2,1,1,0,0,1,0,298,24,2,307,25,1,319,26,2,2,0,0,1,1,0,330,27,1,343,28,2,"2","1","1","1","1","1","1","1","1","1","1","21","11","11","11","11","11","11","11","11","11"
"6141",6158,3,1,6,1982,3,3,2,3,179,14,1,4,1,198,16,6,208,17,-4,3,222,18,3,236,19,6,0,0,1,1,0,247,20,257,21,6,269,22,1,281,23,3,2,NA,0,0,1,0,296,24,2,304,25,3,319,26,27,1,0,0,1,1,1,331,27,1,341,28,1,"2","2","3","3","1","1","1","2","1","1","1","22","23","33","31","11","11","12","21","11","11"
"6142",6159,-4,2,9,1981,7,7,7,7,188,15,1,4,-4,206,17,-4,218,18,-4,6,232,19,6,245,20,5,1,1,1,1,0,255,21,267,22,5,279,23,6,291,24,12,5,1,1,1,1,0,302,25,7,314,26,7,325,27,12,5,0,1,1,1,0,337,28,4,351,29,6,"3","3","2","2","3","2","3","3","2","2","3","33","32","22","23","32","23","33","32","22","23"
"6143",6160,-4,2,1,1981,2,23,-4,-4,196,16,1,1,-4,215,17,-4,228,18,-4,1,240,19,1,251,20,1,0,1,1,1,0,262,21,276,22,2,288,23,2,298,24,2,2,1,1,1,1,0,310,25,2,321,26,1,333,27,12,1,0,1,1,1,0,344,28,1,357,29,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6147",6164,1,2,9,1984,2,2,-4,-4,153,12,1,1,2,170,14,1,182,15,2,6,196,16,6,207,17,3,0,1,0,1,0,218,18,231,19,2,244,20,2,254,21,2,2,0,0,1,1,0,266,22,2,283,23,1,290,24,27,1,0,1,1,1,1,301,25,3,315,26,3,"3","3","2","1","1","1","1","1","1","2","2","33","32","21","11","11","11","11","11","12","22"
"6148",6165,-4,1,1,1981,7,7,-4,-4,196,16,1,1,-4,217,18,-4,226,18,-4,3,239,19,3,251,20,2,1,0,1,1,0,264,22,276,22,5,289,24,1,298,24,7,3,1,NA,1,1,0,312,26,1,321,26,3,333,27,7,5,0,1,1,0,1,345,28,4,357,29,4,"2","2","1","2","1","2","1","2","2","2","2","22","21","12","21","12","21","12","22","22","22"
"6149",6166,-4,2,12,1981,7,7,-4,-4,185,15,1,1,-4,206,17,-4,215,17,-4,4,228,19,3,240,20,3,1,1,1,1,0,253,21,265,22,2,279,23,2,289,24,7,2,1,NA,1,1,0,300,25,3,310,25,5,322,26,7,3,1,NA,1,1,0,334,27,5,346,28,2,"2","2","2","1","1","1","2","2","2","2","1","22","22","21","11","11","12","22","22","22","21"
"6150",6167,6,2,12,1982,7,7,-4,-4,173,14,1,4,7,194,16,2,203,16,0,6,216,18,2,228,18,6,1,1,1,1,0,241,20,251,20,1,265,22,5,279,23,12,7,1,NA,1,1,1,289,24,4,298,24,2,312,26,12,6,NA,1,1,1,0,325,27,4,334,27,5,"3","1","3","1","2","3","2","1","3","2","2","31","13","31","12","23","32","21","13","32","22"
"6151",6168,-4,2,11,1980,3,13,-4,-4,197,16,1,4,-4,217,18,-4,229,19,-4,3,241,20,6,252,21,3,1,1,1,1,0,266,22,276,23,6,292,24,4,301,25,2,6,1,0,1,1,1,314,26,6,323,26,4,335,27,2,2,1,1,1,1,1,347,28,5,360,30,3,"2","3","2","3","2","3","3","2","1","2","2","23","32","23","32","23","33","32","21","12","22"
"6152",6169,0,2,1,1982,3,13,-4,-4,184,15,1,4,-4,203,16,0,215,17,2,6,227,18,3,241,20,1,1,1,0,1,0,252,20,262,21,1,276,23,2,286,23,12,1,1,0,0,1,0,300,24,1,311,25,1,321,26,12,7,1,0,1,1,1,333,27,2,346,28,7,"3","2","1","1","1","1","1","1","3","1","3","32","21","11","11","11","11","11","13","31","13"
"6154",6171,1,2,10,1984,3,13,-4,-4,150,12,1,4,-4,170,14,2,183,15,-4,7,196,16,7,207,17,7,1,1,1,1,1,218,18,230,19,7,243,20,6,255,21,3,6,0,0,1,1,0,267,22,2,281,23,1,288,23,3,6,0,0,1,1,1,299,24,2,313,26,6,"3","3","3","3","3","3","1","1","3","1","3","33","33","33","33","33","31","11","13","31","13"
"6156",6173,1,2,10,1983,2,2,2,2,166,13,1,4,2,181,15,2,193,16,0,4,209,17,3,218,18,3,1,0,1,1,0,231,19,243,20,2,256,21,2,269,22,2,2,1,0,1,1,0,279,23,5,293,24,4,300,24,2,3,0,0,1,1,0,316,26,4,326,27,1,"2","2","2","1","1","1","2","2","2","2","1","22","22","21","11","11","12","22","22","22","21"
"6157",6174,1,1,2,1984,2,2,2,2,160,13,1,4,0,177,14,0,189,15,0,2,201,16,2,215,17,5,1,1,1,1,1,225,18,237,19,3,250,20,6,261,21,11,5,1,0,0,1,1,274,22,6,284,23,7,296,24,11,6,0,1,1,1,1,307,25,6,320,26,3,"1","1","2","2","3","2","3","3","3","3","2","11","12","22","23","32","23","33","33","33","32"
"6158",6175,1,2,5,1982,1,2,2,2,179,14,1,4,1,199,16,2,210,17,0,7,223,18,7,236,19,6,1,1,1,1,1,247,20,259,21,6,273,22,7,284,23,10,7,1,1,1,1,1,296,24,7,306,25,7,320,26,10,7,1,1,1,1,1,328,27,7,342,28,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6160",6177,1,2,6,1984,2,2,-4,-4,156,12,1,4,-5,-5,-5,-5,-5,-5,4,1,200,16,1,212,17,2,0,1,1,1,0,222,18,234,19,1,248,20,2,257,21,2,1,0,0,1,1,0,271,22,2,281,23,1,292,24,2,1,0,0,1,1,1,304,25,1,319,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6162",6179,1,2,12,1984,2,2,8,8,149,12,1,4,7,167,13,3,179,14,3,7,191,15,6,204,17,2,0,0,1,1,0,217,18,228,19,3,241,20,2,252,21,2,3,0,0,1,1,0,264,22,1,275,22,7,286,23,11,6,0,0,1,1,0,297,24,1,312,26,1,"3","3","1","2","1","2","1","3","3","1","1","33","31","12","21","12","21","13","33","31","11"
"6163",6180,-4,2,11,1981,2,2,-4,-4,183,15,1,1,-4,206,17,-4,218,18,-4,6,228,19,5,242,20,6,1,1,1,1,1,254,21,265,22,5,278,23,5,288,24,2,4,0,0,1,1,1,301,25,2,312,25,3,328,27,2,2,1,1,1,1,0,335,27,5,348,29,3,"3","2","3","2","2","2","1","2","1","2","2","32","23","32","22","22","21","12","21","12","22"
"6164",6181,-4,1,11,1981,2,11,5,11,186,15,1,4,-4,206,17,-4,217,18,-4,6,230,19,6,241,20,7,1,0,1,1,1,254,21,264,22,7,279,23,7,290,24,13,7,1,1,1,1,1,300,25,7,315,26,7,324,27,13,5,1,0,1,1,1,335,27,6,348,29,6,"3","3","3","3","3","3","3","3","2","3","3","33","33","33","33","33","33","33","32","23","33"
"6170",6187,-4,1,6,1980,11,2,2,2,203,16,1,4,-4,221,18,-4,233,19,-4,7,245,20,7,258,21,7,1,1,1,1,0,269,22,281,23,7,293,24,6,306,25,2,6,1,0,1,1,0,317,26,6,329,27,6,344,28,2,6,1,0,1,1,0,353,29,6,367,30,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6171",6188,-4,2,5,1980,6,6,2,2,204,16,1,4,-4,223,18,-4,234,19,-4,1,248,20,1,261,21,1,0,0,1,1,1,272,22,283,23,1,300,25,1,307,25,6,1,0,0,1,1,1,320,26,2,333,27,1,342,28,27,1,1,0,1,1,1,354,29,1,368,30,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6172",6189,2,2,2,1983,2,2,-4,-4,172,14,1,4,1,190,15,1,203,16,0,2,214,17,1,227,18,1,0,0,1,1,0,238,19,249,20,1,262,21,1,274,22,2,1,0,1,1,1,0,286,23,1,296,24,1,312,25,2,2,0,1,1,1,1,321,26,6,338,28,4,"1","1","1","1","1","1","1","1","1","3","2","11","11","11","11","11","11","11","11","13","32"
"6173",6190,-4,2,7,1981,2,27,27,27,191,15,1,4,-4,210,17,-4,222,18,-4,1,234,19,2,246,20,3,1,0,0,1,0,258,21,269,22,1,282,23,1,295,24,3,1,1,NA,NA,1,0,305,25,1,319,26,2,333,27,3,1,0,0,0,1,0,341,28,2,353,29,2,"1","1","2","1","1","1","1","1","1","1","1","11","12","21","11","11","11","11","11","11","11"
"6174",6191,-4,1,6,1981,2,1,1,1,191,15,1,4,-4,209,17,-4,223,18,-4,1,233,19,1,246,20,1,0,0,0,0,0,258,21,270,22,1,283,23,1,294,24,26,1,0,0,0,0,0,305,25,1,316,26,1,328,27,26,1,0,0,0,0,0,340,28,1,355,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6177",6194,3,2,12,1984,2,2,-4,-4,146,12,1,4,0,168,13,1,179,14,0,1,192,16,5,204,17,2,0,0,1,1,0,218,18,227,18,2,239,19,1,251,20,2,1,0,0,0,NA,0,263,21,1,274,22,1,286,23,2,1,NA,NA,1,NA,1,298,24,1,312,25,1,"1","2","1","1","1","1","1","1","1","1","1","12","21","11","11","11","11","11","11","11","11"
"6180",6197,7,2,12,1984,2,2,2,2,147,12,1,4,7,168,14,7,179,14,1,2,192,15,3,203,16,2,1,0,1,1,1,217,18,227,18,5,239,19,3,251,20,2,2,NA,NA,1,1,1,264,21,1,274,22,2,287,23,2,1,1,NA,1,1,1,299,24,2,312,25,2,"1","2","1","2","2","1","1","1","1","1","1","12","21","12","22","21","11","11","11","11","11"
"6181",6198,2,2,12,1984,2,2,2,2,147,12,1,4,7,168,14,3,179,14,1,5,192,15,5,203,16,3,1,1,1,0,1,217,18,227,18,3,239,19,2,251,20,2,2,1,1,1,1,NA,264,21,3,274,22,2,288,23,2,6,1,1,1,1,1,298,24,3,311,25,6,"2","2","2","2","1","1","2","1","3","2","3","22","22","22","21","11","12","21","13","32","23"
"6182",6199,-4,2,11,1981,2,2,2,2,184,15,1,4,-4,206,17,-4,216,17,-4,6,229,19,6,241,20,6,1,1,1,1,1,254,21,264,21,6,277,23,7,289,24,17,7,0,1,1,1,1,301,25,7,311,25,6,323,26,17,7,0,1,1,1,1,335,27,6,349,29,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6183",6200,-4,1,1,1980,2,11,3,11,209,17,1,4,-4,228,18,-4,238,19,-4,2,250,20,2,264,21,2,1,0,1,1,1,274,22,286,23,2,299,24,3,311,25,11,3,1,1,1,1,1,323,26,2,335,27,2,351,29,27,1,1,0,1,1,1,357,29,1,372,30,2,"1","1","1","1","2","2","1","1","1","1","1","11","11","11","12","22","21","11","11","11","11"
"6184",6201,-4,2,5,1981,27,2,2,2,189,15,1,4,-4,210,17,-4,221,18,-4,2,236,19,2,246,20,1,0,0,0,0,0,259,21,270,22,1,283,23,1,294,24,25,1,0,0,0,0,0,308,25,1,317,26,1,331,27,25,1,0,0,0,0,0,342,28,1,355,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6185",6202,1,2,5,1983,27,2,2,2,165,13,1,4,0,186,15,0,197,16,0,1,211,17,2,222,18,3,1,1,1,1,0,236,19,246,20,3,258,21,2,272,22,2,3,1,NA,1,1,0,284,23,3,299,24,4,306,25,2,4,1,1,1,1,1,320,26,3,331,27,3,"1","1","2","2","1","2","2","2","2","2","2","11","12","22","21","12","22","22","22","22","22"
"6186",6203,7,2,10,1984,2,2,-1,-1,151,12,1,4,7,171,14,7,181,15,7,6,193,16,5,206,17,6,1,1,1,1,1,217,18,229,19,6,241,20,2,254,21,2,2,1,NA,0,1,1,265,22,2,276,23,8,289,24,2,2,1,1,1,0,1,300,25,1,313,26,2,"3","2","3","3","1","1","1","3","1","1","1","32","23","33","31","11","11","13","31","11","11"
"6187",6204,-4,1,8,1980,2,2,2,2,201,16,1,1,-4,221,18,-4,232,19,-4,1,243,20,1,257,21,1,0,0,1,1,1,268,22,279,23,1,292,24,1,305,25,27,1,0,NA,1,1,1,316,26,1,326,27,2,338,28,17,2,0,0,1,1,1,350,29,2,365,30,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6189",6206,-4,1,12,1981,2,2,2,2,185,15,1,1,-4,205,17,-4,216,18,-4,8,227,18,8,240,20,1,0,0,0,1,0,252,21,263,21,1,276,23,1,290,24,27,1,0,1,0,0,0,300,25,1,311,25,1,324,27,27,1,0,0,0,0,0,334,27,1,351,29,1,"3","3","1","1","1","1","1","1","1","1","1","33","31","11","11","11","11","11","11","11","11"
"6191",6208,0,2,1,1984,7,7,-4,-4,158,13,1,4,0,180,14,0,191,15,0,2,209,17,2,216,17,3,0,0,0,0,0,228,18,245,20,1,255,21,1,269,22,27,1,0,0,0,1,0,276,22,5,289,24,1,300,24,27,2,0,0,1,1,0,310,25,1,325,27,1,"1","1","2","1","1","1","2","1","1","1","1","11","12","21","11","11","12","21","11","11","11"
